"Level_id","Agg_Level_1","Agg_Level_2","Dollar_Sales","weight"
"Level12","HOBBIES_1_411","CA_2",22.78,5.839564e-06
"Level12","HOBBIES_1_412","CA_2",45.54,1.1674002e-05
"Level12","HOBBIES_1_413","CA_2",155.52,3.9866946e-05
"Level12","HOBBIES_1_414","CA_2",86.64,2.2209826e-05
"Level12","HOBBIES_1_415","CA_2",146.96,3.7672623e-05
"Level12","HOBBIES_1_416","CA_2",84.49,2.1658682e-05
"Level12","HOBBIES_1_417","CA_2",31.92,8.182568e-06
"Level12","HOBBIES_1_418","CA_2",23.88,6.121545e-06
"Level12","HOBBIES_1_419","CA_2",29.9,7.664748e-06
"Level12","HOBBIES_1_420","CA_2",114.8,2.9428533e-05
"Level12","HOBBIES_1_421","CA_2",192.74,4.9408148e-05
"Level12","HOBBIES_1_422","CA_2",14.48,3.711892e-06
"Level12","HOBBIES_1_423","CA_2",186.72,4.7864944e-05
"Level12","HOBBIES_1_424","CA_2",53.1,1.3611978e-05
"Level12","HOBBIES_2_001","CA_2",21.88,5.608853e-06
"Level12","HOBBIES_2_002","CA_2",11.76,3.01463e-06
"Level12","HOBBIES_2_003","CA_2",39.4,1.0100036e-05
"Level12","HOBBIES_2_004","CA_2",7.41,1.899525e-06
"Level12","HOBBIES_2_005","CA_2",22.35,5.729335e-06
"Level12","HOBBIES_2_006","CA_2",7.94,2.035388e-06
"Level12","HOBBIES_2_007","CA_2",9.7,2.486557e-06
"Level12","HOBBIES_2_008","CA_2",34.92,8.951606e-06
"Level12","HOBBIES_2_009","CA_2",125.37,3.2138111e-05
"Level12","HOBBIES_2_010","CA_2",0,0
"Level12","HOBBIES_2_011","CA_2",11.64,2.983869e-06
"Level12","HOBBIES_2_012","CA_2",11.82,3.030011e-06
"Level12","HOBBIES_2_013","CA_2",41.82,1.0720394e-05
"Level12","HOBBIES_2_014","CA_2",2.91,7.45967e-07
"Level12","HOBBIES_2_015","CA_2",22.23,5.698574e-06
"Level12","HOBBIES_2_016","CA_2",9.94,2.54808e-06
"Level12","HOBBIES_2_017","CA_2",2.5,6.40865e-07
"Level12","HOBBIES_2_018","CA_2",23.59,6.047205e-06
"Level12","HOBBIES_2_019","CA_2",0,0
"Level12","HOBBIES_2_020","CA_2",11.64,2.983869e-06
"Level12","HOBBIES_2_021","CA_2",4.85,1.243279e-06
"Level12","HOBBIES_2_022","CA_2",89.46,2.2932722e-05
"Level12","HOBBIES_2_023","CA_2",8.73,2.237901e-06
"Level12","HOBBIES_2_024","CA_2",90.63,2.3232647e-05
"Level12","HOBBIES_2_025","CA_2",2,5.12692e-07
"Level12","HOBBIES_2_026","CA_2",3.68,9.43354e-07
"Level12","HOBBIES_2_027","CA_2",15.76,4.040015e-06
"Level12","HOBBIES_2_028","CA_2",8.8,2.255846e-06
"Level12","HOBBIES_2_029","CA_2",37.44,9.597598e-06
"Level12","HOBBIES_2_030","CA_2",2.91,7.45967e-07
"Level12","HOBBIES_2_031","CA_2",104.55,2.6800985e-05
"Level12","HOBBIES_2_032","CA_2",26.19,6.713704e-06
"Level12","HOBBIES_2_033","CA_2",86.4,2.2148303e-05
"Level12","HOBBIES_2_034","CA_2",2.5,6.40865e-07
"Level12","HOBBIES_2_035","CA_2",31.29,8.02107e-06
"Level12","HOBBIES_2_036","CA_2",59.61,1.5280791e-05
"Level12","HOBBIES_2_037","CA_2",3.88,9.94623e-07
"Level12","HOBBIES_2_038","CA_2",8.73,2.237901e-06
"Level12","HOBBIES_2_039","CA_2",14.91,3.82212e-06
"Level12","HOBBIES_2_040","CA_2",3.52,9.02338e-07
"Level12","HOBBIES_2_041","CA_2",63.04,1.6160058e-05
"Level12","HOBBIES_2_042","CA_2",8.14,2.086657e-06
"Level12","HOBBIES_2_043","CA_2",29.1,7.459672e-06
"Level12","HOBBIES_2_044","CA_2",8.94,2.291734e-06
"Level12","HOBBIES_2_045","CA_2",29.64,7.598098e-06
"Level12","HOBBIES_2_046","CA_2",8.91,2.284044e-06
"Level12","HOBBIES_2_047","CA_2",3,7.69038e-07
"Level12","HOBBIES_2_048","CA_2",17.28,4.429661e-06
"Level12","HOBBIES_2_049","CA_2",15,3.845192e-06
"Level12","HOBBIES_2_050","CA_2",15.76,4.040015e-06
"Level12","HOBBIES_2_051","CA_2",13.79,3.535013e-06
"Level12","HOBBIES_2_052","CA_2",22.23,5.698574e-06
"Level12","HOBBIES_2_053","CA_2",0,0
"Level12","HOBBIES_2_054","CA_2",23.82,6.106164e-06
"Level12","HOBBIES_2_055","CA_2",7.5,1.922596e-06
"Level12","HOBBIES_2_056","CA_2",11.64,2.983869e-06
"Level12","HOBBIES_2_057","CA_2",23.64,6.060022e-06
"Level12","HOBBIES_2_058","CA_2",10.5,2.691634e-06
"Level12","HOBBIES_2_059","CA_2",8.28,2.122546e-06
"Level12","HOBBIES_2_060","CA_2",9.7,2.486557e-06
"Level12","HOBBIES_2_061","CA_2",23.64,6.060022e-06
"Level12","HOBBIES_2_062","CA_2",82.32,2.1102411e-05
"Level12","HOBBIES_2_063","CA_2",0,0
"Level12","HOBBIES_2_064","CA_2",3.88,9.94623e-07
"Level12","HOBBIES_2_065","CA_2",3.5,8.97211e-07
"Level12","HOBBIES_2_066","CA_2",14.91,3.82212e-06
"Level12","HOBBIES_2_067","CA_2",23.76,6.090783e-06
"Level12","HOBBIES_2_068","CA_2",13.79,3.535013e-06
"Level12","HOBBIES_2_069","CA_2",5.94,1.522696e-06
"Level12","HOBBIES_2_070","CA_2",19.94,5.111541e-06
"Level12","HOBBIES_2_071","CA_2",8.73,2.237901e-06
"Level12","HOBBIES_2_072","CA_2",71.73,1.8387706e-05
"Level12","HOBBIES_2_073","CA_2",4,1.025384e-06
"Level12","HOBBIES_2_074","CA_2",19.85,5.08847e-06
"Level12","HOBBIES_2_075","CA_2",34.56,8.859321e-06
"Level12","HOBBIES_2_076","CA_2",25.92,6.644491e-06
"Level12","HOBBIES_2_077","CA_2",39.88,1.0223083e-05
"Level12","HOBBIES_2_078","CA_2",11.94,3.060772e-06
"Level12","HOBBIES_2_079","CA_2",14.82,3.799049e-06
"Level12","HOBBIES_2_080","CA_2",19.85,5.08847e-06
"Level12","HOBBIES_2_081","CA_2",21.67,5.55502e-06
"Level12","HOBBIES_2_082","CA_2",1.76,4.51169e-07
"Level12","HOBBIES_2_083","CA_2",25.92,6.644491e-06
"Level12","HOBBIES_2_084","CA_2",29.85,7.651931e-06
"Level12","HOBBIES_2_085","CA_2",8.73,2.237901e-06
"Level12","HOBBIES_2_086","CA_2",0.97,2.48656e-07
"Level12","HOBBIES_2_087","CA_2",4.85,1.243279e-06
"Level12","HOBBIES_2_088","CA_2",30.47,7.810866e-06
"Level12","HOBBIES_2_089","CA_2",26.73,6.852131e-06
"Level12","HOBBIES_2_090","CA_2",15.93,4.083593e-06
"Level12","HOBBIES_2_091","CA_2",21.34,5.470426e-06
"Level12","HOBBIES_2_092","CA_2",54.67,1.4014441e-05
"Level12","HOBBIES_2_093","CA_2",11.82,3.030011e-06
"Level12","HOBBIES_2_094","CA_2",21.67,5.55502e-06
"Level12","HOBBIES_2_095","CA_2",5.28,1.353507e-06
"Level12","HOBBIES_2_096","CA_2",24.93,6.390708e-06
"Level12","HOBBIES_2_097","CA_2",19.7,5.050018e-06
"Level12","HOBBIES_2_098","CA_2",11.44,2.932599e-06
"Level12","HOBBIES_2_099","CA_2",0,0
"Level12","HOBBIES_2_100","CA_2",7.92,2.030261e-06
"Level12","HOBBIES_2_101","CA_2",1.5,3.84519e-07
"Level12","HOBBIES_2_102","CA_2",35.82,9.182317e-06
"Level12","HOBBIES_2_103","CA_2",0,0
"Level12","HOBBIES_2_104","CA_2",8.91,2.284044e-06
"Level12","HOBBIES_2_105","CA_2",29.64,7.598098e-06
"Level12","HOBBIES_2_106","CA_2",3.88,9.94623e-07
"Level12","HOBBIES_2_107","CA_2",0,0
"Level12","HOBBIES_2_108","CA_2",23.76,6.090783e-06
"Level12","HOBBIES_2_109","CA_2",10.67,2.735213e-06
"Level12","HOBBIES_2_110","CA_2",29.85,7.651931e-06
"Level12","HOBBIES_2_111","CA_2",11.91,3.053082e-06
"Level12","HOBBIES_2_112","CA_2",9.88,2.532699e-06
"Level12","HOBBIES_2_113","CA_2",71.64,1.8364635e-05
"Level12","HOBBIES_2_114","CA_2",15.76,4.040015e-06
"Level12","HOBBIES_2_115","CA_2",51.87,1.3296672e-05
"Level12","HOBBIES_2_116","CA_2",14.85,3.80674e-06
"Level12","HOBBIES_2_117","CA_2",20.16,5.167937e-06
"Level12","HOBBIES_2_118","CA_2",23.82,6.106164e-06
"Level12","HOBBIES_2_119","CA_2",8.91,2.284044e-06
"Level12","HOBBIES_2_120","CA_2",111.15,2.8492869e-05
"Level12","HOBBIES_2_121","CA_2",44.62,1.1438163e-05
"Level12","HOBBIES_2_122","CA_2",4.4,1.127923e-06
"Level12","HOBBIES_2_123","CA_2",10.5,2.691634e-06
"Level12","HOBBIES_2_124","CA_2",6.21,1.591909e-06
"Level12","HOBBIES_2_125","CA_2",17.46,4.475803e-06
"Level12","HOBBIES_2_126","CA_2",6,1.538077e-06
"Level12","HOBBIES_2_127","CA_2",3.97,1.017694e-06
"Level12","HOBBIES_2_128","CA_2",34.79,8.918281e-06
"Level12","HOBBIES_2_129","CA_2",6.67,1.709829e-06
"Level12","HOBBIES_2_130","CA_2",27.88,7.146929e-06
"Level12","HOBBIES_2_131","CA_2",23.88,6.121545e-06
"Level12","HOBBIES_2_132","CA_2",23.04,5.906214e-06
"Level12","HOBBIES_2_133","CA_2",48.96,1.2550705e-05
"Level12","HOBBIES_2_134","CA_2",19.88,5.096161e-06
"Level12","HOBBIES_2_135","CA_2",3,7.69038e-07
"Level12","HOBBIES_2_136","CA_2",23.04,5.906214e-06
"Level12","HOBBIES_2_137","CA_2",14.85,3.80674e-06
"Level12","HOBBIES_2_138","CA_2",1.94,4.97311e-07
"Level12","HOBBIES_2_139","CA_2",64.61,1.6562522e-05
"Level12","HOBBIES_2_140","CA_2",34.58,8.864448e-06
"Level12","HOBBIES_2_141","CA_2",4.5,1.153557e-06
"Level12","HOBBIES_2_142","CA_2",12.88,3.301738e-06
"Level12","HOBBIES_2_143","CA_2",11.64,2.983869e-06
"Level12","HOBBIES_2_144","CA_2",3.5,8.97211e-07
"Level12","HOBBIES_2_145","CA_2",11.52,2.953107e-06
"Level12","HOBBIES_2_146","CA_2",23.64,6.060022e-06
"Level12","HOBBIES_2_147","CA_2",9.7,2.486557e-06
"Level12","HOBBIES_2_148","CA_2",4.4,1.127923e-06
"Level12","HOBBIES_2_149","CA_2",10.67,2.735213e-06
"Level12","HOUSEHOLD_1_001","CA_2",179.1,4.5911587e-05
"Level12","HOUSEHOLD_1_002","CA_2",232.83,5.9685063e-05
"Level12","HOUSEHOLD_1_003","CA_2",134.55,3.4491368e-05
"Level12","HOUSEHOLD_1_004","CA_2",198.24,5.0818051e-05
"Level12","HOUSEHOLD_1_005","CA_2",827.51,0.000212128964
"Level12","HOUSEHOLD_1_006","CA_2",264.86,6.7895829e-05
"Level12","HOUSEHOLD_1_007","CA_2",62.16,1.5934474e-05
"Level12","HOUSEHOLD_1_008","CA_2",27.35,7.011066e-06
"Level12","HOUSEHOLD_1_009","CA_2",287.52,7.3704631e-05
"Level12","HOUSEHOLD_1_010","CA_2",114.12,2.9254217e-05
"Level12","HOUSEHOLD_1_011","CA_2",240.76,6.1717888e-05
"Level12","HOUSEHOLD_1_012","CA_2",98,2.5121918e-05
"Level12","HOUSEHOLD_1_013","CA_2",113.62,2.9126044e-05
"Level12","HOUSEHOLD_1_014","CA_2",251.58,6.4491553e-05
"Level12","HOUSEHOLD_1_015","CA_2",35.28,9.043891e-06
"Level12","HOUSEHOLD_1_016","CA_2",136.64,3.5027131e-05
"Level12","HOUSEHOLD_1_017","CA_2",128.44,3.2925093e-05
"Level12","HOUSEHOLD_1_018","CA_2",309.07,7.922889e-05
"Level12","HOUSEHOLD_1_019","CA_2",137.74,3.5309112e-05
"Level12","HOUSEHOLD_1_020","CA_2",153.34,3.9308111e-05
"Level12","HOUSEHOLD_1_021","CA_2",44.62,1.1438163e-05
"Level12","HOUSEHOLD_1_022","CA_2",67.76,1.7370012e-05
"Level12","HOUSEHOLD_1_023","CA_2",116.61,2.9892519e-05
"Level12","HOUSEHOLD_1_024","CA_2",61.74,1.5826808e-05
"Level12","HOUSEHOLD_1_025","CA_2",163.9,4.2015126e-05
"Level12","HOUSEHOLD_1_026","CA_2",210.87,5.4055703e-05
"Level12","HOUSEHOLD_1_027","CA_2",214.92,5.5093904e-05
"Level12","HOUSEHOLD_1_028","CA_2",5.94,1.522696e-06
"Level12","HOUSEHOLD_1_029","CA_2",381.48,9.7790911e-05
"Level12","HOUSEHOLD_1_030","CA_2",133.38,3.4191443e-05
"Level12","HOUSEHOLD_1_032","CA_2",2181.2,0.00055914212
"Level12","HOUSEHOLD_1_033","CA_2",377.15,9.6680933e-05
"Level12","HOUSEHOLD_1_034","CA_2",58.95,1.5111603e-05
"Level12","HOUSEHOLD_1_035","CA_2",162.05,4.1540886e-05
"Level12","HOUSEHOLD_1_036","CA_2",11.92,3.055646e-06
"Level12","HOUSEHOLD_1_037","CA_2",29.61,7.590408e-06
"Level12","HOUSEHOLD_1_038","CA_2",198.36,5.0848813e-05
"Level12","HOUSEHOLD_1_039","CA_2",77.22,1.9795046e-05
"Level12","HOUSEHOLD_1_040","CA_2",666.9,0.000170957216
"Level12","HOUSEHOLD_1_042","CA_2",448.65,0.000115009679
"Level12","HOUSEHOLD_1_043","CA_2",106.92,2.7408525e-05
"Level12","HOUSEHOLD_1_044","CA_2",251.58,6.4491553e-05
"Level12","HOUSEHOLD_1_045","CA_2",226.95,5.8177748e-05
"Level12","HOUSEHOLD_1_046","CA_2",71.82,1.8410777e-05
"Level12","HOUSEHOLD_1_047","CA_2",59.22,1.5180816e-05
"Level12","HOUSEHOLD_1_048","CA_2",122.12,3.1304986e-05
"Level12","HOUSEHOLD_1_049","CA_2",113.43,2.9077338e-05
"Level12","HOUSEHOLD_1_050","CA_2",281.87,7.2256276e-05
"Level12","HOUSEHOLD_1_051","CA_2",432.16,0.000110782532
"Level12","HOUSEHOLD_1_052","CA_2",33.84,8.674752e-06
"Level12","HOUSEHOLD_1_053","CA_2",1272.45,0.000326187599
"Level12","HOUSEHOLD_1_054","CA_2",74.48,1.9092658e-05
"Level12","HOUSEHOLD_1_055","CA_2",294.88,7.5591339e-05
"Level12","HOUSEHOLD_1_056","CA_2",790.02,0.000202518548
"Level12","HOUSEHOLD_1_057","CA_2",12.39,3.176128e-06
"Level12","HOUSEHOLD_1_058","CA_2",90.72,2.3255718e-05
"Level12","HOUSEHOLD_1_059","CA_2",112.32,2.8792794e-05
"Level12","HOUSEHOLD_1_060","CA_2",179.82,4.6096156e-05
"Level12","HOUSEHOLD_1_061","CA_2",58.28,1.4939851e-05
"Level12","HOUSEHOLD_1_062","CA_2",34.86,8.936225e-06
"Level12","HOUSEHOLD_1_063","CA_2",289.13,7.4117349e-05
"Level12","HOUSEHOLD_1_064","CA_2",104.04,2.6670249e-05
"Level12","HOUSEHOLD_1_065","CA_2",72.52,1.8590219e-05
"Level12","HOUSEHOLD_1_066","CA_2",411.44,0.000105471041
"Level12","HOUSEHOLD_1_067","CA_2",131.01,3.3583903e-05
"Level12","HOUSEHOLD_1_068","CA_2",216.07,5.5388702e-05
"Level12","HOUSEHOLD_1_069","CA_2",27.58,7.070026e-06
"Level12","HOUSEHOLD_1_070","CA_2",102.18,2.6193445e-05
"Level12","HOUSEHOLD_1_071","CA_2",240.72,6.1707634e-05
"Level12","HOUSEHOLD_1_072","CA_2",574.56,0.000147286217
"Level12","HOUSEHOLD_1_073","CA_2",133.2,3.4145301e-05
"Level12","HOUSEHOLD_1_074","CA_2",44.46,1.1397148e-05
"Level12","HOUSEHOLD_1_075","CA_2",90.09,2.309422e-05
"Level12","HOUSEHOLD_1_076","CA_2",117.12,3.0023256e-05
"Level12","HOUSEHOLD_1_077","CA_2",115.56,2.9623356e-05
"Level12","HOUSEHOLD_1_078","CA_2",82.36,2.1112665e-05
"Level12","HOUSEHOLD_1_079","CA_2",348.66,8.9377632e-05
"Level12","HOUSEHOLD_1_080","CA_2",177.99,4.5627043e-05
"Level12","HOUSEHOLD_1_081","CA_2",103.74,2.6593345e-05
"Level12","HOUSEHOLD_1_082","CA_2",87,2.2302111e-05
"Level12","HOUSEHOLD_1_083","CA_2",122.22,3.1330621e-05
"Level12","HOUSEHOLD_1_085","CA_2",16.67,4.27329e-06
"Level12","HOUSEHOLD_1_086","CA_2",305.66,7.835475e-05
"Level12","HOUSEHOLD_1_087","CA_2",147.51,3.7813614e-05
"Level12","HOUSEHOLD_1_088","CA_2",244.77,6.2745836e-05
"Level12","HOUSEHOLD_1_089","CA_2",62.64,1.605752e-05
"Level12","HOUSEHOLD_1_090","CA_2",118.4,3.0351379e-05
"Level12","HOUSEHOLD_1_091","CA_2",158.24,4.0564207e-05
"Level12","HOUSEHOLD_1_092","CA_2",7.08,1.81493e-06
"Level12","HOUSEHOLD_1_093","CA_2",141.84,3.6360131e-05
"Level12","HOUSEHOLD_1_094","CA_2",240.12,6.1553826e-05
"Level12","HOUSEHOLD_1_095","CA_2",328.35,8.4171243e-05
"Level12","HOUSEHOLD_1_096","CA_2",341.42,8.7521686e-05
"Level12","HOUSEHOLD_1_097","CA_2",55.58,1.4247716e-05
"Level12","HOUSEHOLD_1_098","CA_2",87.78,2.2502061e-05
"Level12","HOUSEHOLD_1_099","CA_2",149.31,3.8275037e-05
"Level12","HOUSEHOLD_1_100","CA_2",151.43,3.881849e-05
"Level12","HOUSEHOLD_1_101","CA_2",52.14,1.3365886e-05
"Level12","HOUSEHOLD_1_102","CA_2",862.56,0.000221113894
"Level12","HOUSEHOLD_1_103","CA_2",83.98,2.1527946e-05
"Level12","HOUSEHOLD_1_104","CA_2",26.73,6.852131e-06
"Level12","HOUSEHOLD_1_105","CA_2",23.64,6.060022e-06
"Level12","HOUSEHOLD_1_106","CA_2",1560.9,0.000400130632
"Level12","HOUSEHOLD_1_107","CA_2",170.52,4.3712137e-05
"Level12","HOUSEHOLD_1_108","CA_2",9.76,2.501938e-06
"Level12","HOUSEHOLD_1_109","CA_2",166.74,4.2743149e-05
"Level12","HOUSEHOLD_1_110","CA_2",1040.14,0.000266635835
"Level12","HOUSEHOLD_1_112","CA_2",175.23,4.4919528e-05
"Level12","HOUSEHOLD_1_113","CA_2",332.92,8.5342745e-05
"Level12","HOUSEHOLD_1_114","CA_2",122.22,3.1330621e-05
"Level12","HOUSEHOLD_1_115","CA_2",44.46,1.1397148e-05
"Level12","HOUSEHOLD_1_116","CA_2",29.7,7.613479e-06
"Level12","HOUSEHOLD_1_117","CA_2",143.46,3.6775412e-05
"Level12","HOUSEHOLD_1_118","CA_2",153.26,3.9287604e-05
"Level12","HOUSEHOLD_1_119","CA_2",127.16,3.259697e-05
"Level12","HOUSEHOLD_1_120","CA_2",44.7,1.1458671e-05
"Level12","HOUSEHOLD_1_121","CA_2",141.36,3.6237085e-05
"Level12","HOUSEHOLD_1_122","CA_2",158.2,4.0553953e-05
"Level12","HOUSEHOLD_1_123","CA_2",170.43,4.3689066e-05
"Level12","HOUSEHOLD_1_124","CA_2",139.3,3.5709012e-05
"Level12","HOUSEHOLD_1_125","CA_2",114.4,2.9325994e-05
"Level12","HOUSEHOLD_1_126","CA_2",134.4,3.4452916e-05
"Level12","HOUSEHOLD_1_127","CA_2",199.5,5.1141048e-05
"Level12","HOUSEHOLD_1_128","CA_2",197.58,5.0648863e-05
"Level12","HOUSEHOLD_1_129","CA_2",236.68,6.0671996e-05
"Level12","HOUSEHOLD_1_130","CA_2",154.08,3.9497808e-05
"Level12","HOUSEHOLD_1_131","CA_2",103.74,2.6593345e-05
"Level12","HOUSEHOLD_1_132","CA_2",187.15,4.7975173e-05
"Level12","HOUSEHOLD_1_133","CA_2",59.28,1.5196197e-05
"Level12","HOUSEHOLD_1_134","CA_2",71.91,1.8433848e-05
"Level12","HOUSEHOLD_1_135","CA_2",68.08,1.7452043e-05
"Level12","HOUSEHOLD_1_136","CA_2",206.44,5.2920089e-05
"Level12","HOUSEHOLD_1_137","CA_2",51.92,1.330949e-05
"Level12","HOUSEHOLD_1_138","CA_2",158.08,4.0523192e-05
"Level12","HOUSEHOLD_1_139","CA_2",29.88,7.659622e-06
"Level12","HOUSEHOLD_1_140","CA_2",733.53,0.000188037557
"Level12","HOUSEHOLD_1_141","CA_2",97.35,2.4955293e-05
"Level12","HOUSEHOLD_1_142","CA_2",133.29,3.4168372e-05
"Level12","HOUSEHOLD_1_143","CA_2",72.89,1.8685067e-05
"Level12","HOUSEHOLD_1_144","CA_2",23.76,6.090783e-06
"Level12","HOUSEHOLD_1_145","CA_2",174.72,4.4788791e-05
"Level12","HOUSEHOLD_1_146","CA_2",293.02,7.5114535e-05
"Level12","HOUSEHOLD_1_147","CA_2",168.96,4.3312238e-05
"Level12","HOUSEHOLD_1_148","CA_2",130.24,3.3386516e-05
"Level12","HOUSEHOLD_1_149","CA_2",61.11,1.566531e-05
"Level12","HOUSEHOLD_1_150","CA_2",24.96,6.398399e-06
"Level12","HOUSEHOLD_1_151","CA_2",156.64,4.0154054e-05
"Level12","HOUSEHOLD_1_152","CA_2",319.36,8.1866691e-05
"Level12","HOUSEHOLD_1_153","CA_2",70.92,1.8180066e-05
"Level12","HOUSEHOLD_1_154","CA_2",121.36,3.1110163e-05
"Level12","HOUSEHOLD_1_155","CA_2",31.23,8.005689e-06
"Level12","HOUSEHOLD_1_156","CA_2",376.74,9.6575831e-05
"Level12","HOUSEHOLD_1_157","CA_2",210.09,5.3855753e-05
"Level12","HOUSEHOLD_1_158","CA_2",59.55,1.526541e-05
"Level12","HOUSEHOLD_1_159","CA_2",15.86,4.065649e-06
"Level12","HOUSEHOLD_1_160","CA_2",388.83,9.9675055e-05
"Level12","HOUSEHOLD_1_161","CA_2",334.04,8.5629852e-05
"Level12","HOUSEHOLD_1_162","CA_2",286.56,7.3458539e-05
"Level12","HOUSEHOLD_1_163","CA_2",39.92,1.0233336e-05
"Level12","HOUSEHOLD_1_164","CA_2",201.96,5.1771659e-05
"Level12","HOUSEHOLD_1_165","CA_2",269.55,6.9098092e-05
"Level12","HOUSEHOLD_1_166","CA_2",133.38,3.4191443e-05
"Level12","HOUSEHOLD_1_167","CA_2",43.84,1.1238213e-05
"Level12","HOUSEHOLD_1_168","CA_2",124.74,3.1976613e-05
"Level12","HOUSEHOLD_1_169","CA_2",64.68,1.6580466e-05
"Level12","HOUSEHOLD_1_170","CA_2",51.48,1.3196697e-05
"Level12","HOUSEHOLD_1_171","CA_2",269.1,6.8982736e-05
"Level12","HOUSEHOLD_1_172","CA_2",84.28,2.160485e-05
"Level12","HOUSEHOLD_1_173","CA_2",104.76,2.6854818e-05
"Level12","HOUSEHOLD_1_174","CA_2",148.79,3.8141737e-05
"Level12","HOUSEHOLD_1_175","CA_2",82.96,2.1266473e-05
"Level12","HOUSEHOLD_1_176","CA_2",96.75,2.4801485e-05
"Level12","HOUSEHOLD_1_177","CA_2",17.91,4.591159e-06
"Level12","HOUSEHOLD_1_178","CA_2",84.93,2.1771475e-05
"Level12","HOUSEHOLD_1_179","CA_2",38.22,9.797548e-06
"Level12","HOUSEHOLD_1_180","CA_2",172.8,4.4296607e-05
"Level12","HOUSEHOLD_1_181","CA_2",78.8,2.0200073e-05
"Level12","HOUSEHOLD_1_182","CA_2",79.4,2.0353881e-05
"Level12","HOUSEHOLD_1_183","CA_2",43.92,1.1258721e-05
"Level12","HOUSEHOLD_1_184","CA_2",466.83,0.000119670051
"Level12","HOUSEHOLD_1_185","CA_2",178.2,4.5680876e-05
"Level12","HOUSEHOLD_1_186","CA_2",181.17,4.6442223e-05
"Level12","HOUSEHOLD_1_187","CA_2",83.76,2.147155e-05
"Level12","HOUSEHOLD_1_188","CA_2",191.04,4.8972359e-05
"Level12","HOUSEHOLD_1_189","CA_2",11.76,3.01463e-06
"Level12","HOUSEHOLD_1_190","CA_2",88.92,2.2794295e-05
"Level12","HOUSEHOLD_1_191","CA_2",920.56,0.000235981968
"Level12","HOUSEHOLD_1_192","CA_2",36.2,9.279729e-06
"Level12","HOUSEHOLD_1_193","CA_2",186.34,4.7767533e-05
"Level12","HOUSEHOLD_1_194","CA_2",253.98,6.5106783e-05
"Level12","HOUSEHOLD_1_195","CA_2",54.32,1.392472e-05
"Level12","HOUSEHOLD_1_196","CA_2",191.09,4.8985177e-05
"Level12","HOUSEHOLD_1_197","CA_2",203.77,5.2235645e-05
"Level12","HOUSEHOLD_1_198","CA_2",138.71,3.5557768e-05
"Level12","HOUSEHOLD_1_199","CA_2",1.77,4.53733e-07
"Level12","HOUSEHOLD_1_200","CA_2",24.96,6.398399e-06
"Level12","HOUSEHOLD_1_201","CA_2",140.36,3.5980739e-05
"Level12","HOUSEHOLD_1_202","CA_2",130.68,3.3499309e-05
"Level12","HOUSEHOLD_1_203","CA_2",148.2,3.7990492e-05
"Level12","HOUSEHOLD_1_204","CA_2",62.04,1.5903712e-05
"Level12","HOUSEHOLD_1_205","CA_2",421.74,0.000108111405
"Level12","HOUSEHOLD_1_206","CA_2",54.12,1.3873451e-05
"Level12","HOUSEHOLD_1_207","CA_2",71.73,1.8387706e-05
"Level12","HOUSEHOLD_1_208","CA_2",72.54,1.8595346e-05
"Level12","HOUSEHOLD_1_209","CA_2",0,0
"Level12","HOUSEHOLD_1_210","CA_2",14.04,3.599099e-06
"Level12","HOUSEHOLD_1_211","CA_2",89.01,2.2817367e-05
"Level12","HOUSEHOLD_1_212","CA_2",277.14,7.1043759e-05
"Level12","HOUSEHOLD_1_213","CA_2",246.4,6.316368e-05
"Level12","HOUSEHOLD_1_214","CA_2",82.28,2.1092157e-05
"Level12","HOUSEHOLD_1_215","CA_2",98.56,2.5265472e-05
"Level12","HOUSEHOLD_1_216","CA_2",47.88,1.2273851e-05
"Level12","HOUSEHOLD_1_217","CA_2",18.3,4.691134e-06
"Level12","HOUSEHOLD_1_218","CA_2",56.26,1.4422032e-05
"Level12","HOUSEHOLD_1_219","CA_2",32.4,8.305614e-06
"Level12","HOUSEHOLD_1_220","CA_2",20.13,5.160247e-06
"Level12","HOUSEHOLD_1_221","CA_2",377.1,9.6668115e-05
"Level12","HOUSEHOLD_1_222","CA_2",707.87,0.000181459716
"Level12","HOUSEHOLD_1_223","CA_2",312.51,8.0110721e-05
"Level12","HOUSEHOLD_1_224","CA_2",318.8,8.1723138e-05
"Level12","HOUSEHOLD_1_225","CA_2",86.48,2.2168811e-05
"Level12","HOUSEHOLD_1_226","CA_2",152.64,3.9128669e-05
"Level12","HOUSEHOLD_1_227","CA_2",292.11,7.488126e-05
"Level12","HOUSEHOLD_1_228","CA_2",104.17,2.6703574e-05
"Level12","HOUSEHOLD_1_229","CA_2",71.04,1.8210827e-05
"Level12","HOUSEHOLD_1_230","CA_2",22.96,5.885707e-06
"Level12","HOUSEHOLD_1_231","CA_2",77.22,1.9795046e-05
"Level12","HOUSEHOLD_1_232","CA_2",71.91,1.8433848e-05
"Level12","HOUSEHOLD_1_233","CA_2",311.04,7.9733892e-05
"Level12","HOUSEHOLD_1_234","CA_2",195.94,5.0228455e-05
"Level12","HOUSEHOLD_1_235","CA_2",194,4.9731144e-05
"Level12","HOUSEHOLD_1_236","CA_2",395.2,0.00010130798
"Level12","HOUSEHOLD_1_237","CA_2",170.52,4.3712137e-05
"Level12","HOUSEHOLD_1_238","CA_2",173.6,4.4501683e-05
"Level12","HOUSEHOLD_1_239","CA_2",71.46,1.8318493e-05
